ImageName,LocalEnergy_0_1,LocalEnergy_0_2,LocalEnergy_0_3,LocalEnergy_0.7853981633974483_3,LocalEnergy_1.5707963267948966_2,class,K_Means_Label,Agglomerative_Label,DBSCAN_Label,GMM_Label
MaI286_255.jpg_0_0.png,0.20636352701069685,1.1376852810944729,1.0502118144591694,-0.7872150200530315,1.2485371270026373,1,0,0,0,0
MaI286_256.jpg_0_0.png,0.8176637287800532,1.3237671948916954,0.853096514603034,-0.7432631122644057,1.2194162670400688,1,0,0,0,0
MaI286_256.jpg_0_2.png,-0.07102229373262889,0.3735599806229076,1.0995508363704214,-0.8623400496622639,1.08134437594661,1,0,0,0,0
MaI286_256.jpg_0_3.png,0.2245257392477969,1.0230260862045852,1.0413872829609594,-0.6579091756743992,2.600439146574863,1,0,0,0,0
MaI286_258.jpg_0_0.png,-0.2694283108608907,0.5941880745402929,1.007478080867155,-0.8734167430249329,0.3182061527729099,1,3,0,0,0
MaI286_258.jpg_0_1.png,-0.11769210834465553,1.6752144113600762,0.9588714111258878,-0.6556090169678565,1.5024811804316713,1,0,0,0,0
MaI286_262.jpg_0_2.png,-0.07950806128282577,0.46376081289610094,1.0566730334990657,-0.7975126440940568,0.854590480821695,1,0,0,0,0
MaI286_266.jpg_0_0.png,-0.2183512364821191,0.8547721097691131,1.007713682161971,-0.8121057053380769,0.8013625726428086,1,0,0,0,0
MaI286_268.jpg_0_0.png,-0.12903214485420852,1.006696236557341,1.010383958231468,-0.8295179253747241,1.0074466029537323,1,0,0,0,0
MaI286_270.jpg_0_0.png,-0.06523213989231028,0.7374704546050271,1.0685472235023714,-0.8044837000858105,0.8307239352341115,1,0,0,0,0
MaI286_271.jpg_0_2.png,0.6710083080752213,0.6759136142804931,0.5056058309565127,-0.3819078276020761,1.3530856239019762,0,0,0,0,0
MaI286_278.jpg_0_8.png,-0.031165501660679416,0.6539555323169446,0.9402223152384669,-0.6930192469017502,1.2834500919405551,1,0,0,0,0
MaI286_279.jpg_0_5.png,-0.20914160435617957,1.2293842010821723,0.6995681266111718,-0.48175630338586295,2.0758695101626468,1,0,0,0,0
MaI286_280.jpg_0_1.png,-0.1389061458373365,1.2577715761538097,0.6941796474252505,-0.553261993012916,1.4371579942160264,1,0,0,0,0
MaI286_281.jpg_0_2.png,0.17934636866211495,0.8107415085860468,0.6741125256443669,-0.6341947525984136,1.385570180352536,1,0,0,0,0
MaI286_281.jpg_0_0.png,0.06466150625831249,1.2396072626154226,0.7174816047582763,-0.5842414858881461,1.5651621780455276,1,0,0,0,0
MaI286_281.jpg_0_4.png,-0.09425079523430491,1.5733548501605643,0.6351802040570506,-0.393678625367012,2.570643543126123,1,0,0,0,0
MaI286_281.jpg_0_6.png,0.050140737102977825,1.131900997974574,0.6894645480509701,-0.497371427411572,2.1555259849879933,1,0,0,0,0
MaI286_281.jpg_0_5.png,-0.24556976495503827,1.535118935484303,0.7164653400618031,-0.439204402210308,2.6004725497177428,1,0,0,0,0
MaI286_281.jpg_0_7.png,-0.05115453756364208,1.512585199445273,0.7048437515282758,-0.3771751470563681,3.2300583270296146,1,0,0,0,0
